work_id,mp_id,state_name,constituency,district,block,village,sector,sub_sector,work_description,registered_latitude,registered_longitude,coordinates_provenance,recommendation_date,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_revision_count,implementing_agency_id,expected_start_date,actual_start_date,expected_completion_date,actual_completion_date,lifecycle_stage,current_status,current_physical_progress_pct,current_expenditure_inr,final_actual_expenditure_inr,source_type,synthetic_demo_data,released_payments_inr,payment_count,payment_chronology_flag,latest_payment_release,latest_progress_report,physical_progress_pct,financial_progress_pct,expected_progress_pct_by_date,financial_physical_gap_pct,observed_delay,observed_cost_overrun,release_above_visible_sanction,review_priority_score_0_100,review_priority_band,requires_review,geo_warning_contribution_points,policy_version,anomaly_unusualness,within_lifecycle_percentile_0_100,anomaly_flag,peer_robust_deviation,has_duplicate_candidate,best_candidate_work_id,best_similarity_0_1,model_score_0_1,serving_percentile_0_100,early_warning_status,model_name,model_version,model_quality_status,prediction_timestamp,monthly_evidence_status,completion_evidence_status,latest_evidence_id,latest_capture_timestamp,location_status,distance_from_registered_metres,late_evidence_count,missing_monthly_site_evidence,geo_warning_only,sanction_record,progress_report,payment_release,completion_certificate,utilization_certificate,handover_record,public_use_evidence,completed_work_photo,asset_register,audit_record,closure_requires_review
W-000011,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 1,Demo Village 37,Education,library building,"Construction and improvement of library building at Demo Village 37, Demo Block 1",26.563032,73.752849,SYNTHETIC_PROTOTYPE_COORDINATE,2022-07-31,7152000,7575000,6992000.0,2022-09-09,0,IA-S05-01-01,2022-10-14,2022-11-01,2023-06-02,2023-06-26,COMPLETION,COMPLETED,100.0,5888000,5888000.0,SYNTHETIC_V2,True,5888000.0,3,False,2023-05-06,2023-06-15,100.0,102.2,100.0,2.200000000000003,False,False,False,17.014717,LOW,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.423076313703949,0.944767441860465,False,0.17344048100826776,False,W-000872,0.9949647188186646,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000062,2023-06-27T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,True
W-000012,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 2,Demo Village 3,Roads,rural road,"Construction and improvement of rural road at Demo Village 3, Demo Block 2",11.076812,78.66124,SYNTHETIC_PROTOTYPE_COORDINATE,2022-08-11,5390000,5068000,4856000.0,2022-11-08,0,IA-S06-01-01,2023-01-12,2023-01-18,2024-02-20,2024-07-08,COMPLETION,COMPLETED,100.0,6108000,6108000.0,SYNTHETIC_V2,True,6108000.0,4,False,2024-03-23,2024-07-08,100.0,102.8,100.0,2.799999999999997,False,True,True,52.087781,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4428162646918902,17.296511627906977,False,0.2163460926623046,False,W-002958,0.9989324808120728,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000064,2024-07-09T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,NOT_RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000013,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Demo Block 3,Demo Village 10,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 10, Demo Block 3",15.287376,79.674849,SYNTHETIC_PROTOTYPE_COORDINATE,2022-08-22,5316000,5237000,5107000.0,2022-11-09,0,IA-S01-01-01,2022-12-15,2023-01-22,2024-04-02,2024-06-11,COMPLETION,COMPLETED,100.0,4961000,4961000.0,SYNTHETIC_V2,True,4961000.0,5,False,2024-03-25,2024-06-11,100.0,94.4,100.0,-5.599999999999994,False,False,False,3.467489,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.44078561478181877,15.007267441860463,False,-0.7467576265633707,False,W-003826,0.9964197874069214,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000066,2024-06-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000014,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Demo Block 4,Demo Village 17,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 17, Demo Block 4",15.29822,75.690053,SYNTHETIC_PROTOTYPE_COORDINATE,2022-09-02,10527000,10180000,10146000.0,2022-12-17,0,IA-S02-01-01,2023-02-14,2023-03-01,2024-05-07,2024-07-31,COMPLETION,COMPLETED,100.0,13550000,13550000.0,SYNTHETIC_V2,True,13550000.0,6,False,2024-05-27,2024-07-15,100.0,91.6,100.0,-8.400000000000006,False,True,True,58.437975,HIGH,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5586157845465993,92.26017441860465,False,-1.211585253133883,False,W-002966,0.9935932159423828,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000068,2024-08-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000015,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Demo Block 5,Demo Village 24,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 24, Demo Block 5",19.4092,74.999156,SYNTHETIC_PROTOTYPE_COORDINATE,2022-09-13,4955000,4836000,4812000.0,2022-11-15,0,IA-S03-01-01,2022-12-17,2022-12-16,2024-03-15,2024-06-13,COMPLETION,COMPLETED,100.0,4236000,4236000.0,SYNTHETIC_V2,True,4236000.0,2,False,2023-12-22,2024-06-13,100.0,104.9,100.0,4.900000000000006,False,False,False,4.563122,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4628653228570355,42.07848837209303,False,0.47611112433642117,False,W-002100,0.9972731471061707,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000070,2024-06-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000016,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 1,Demo Block 1,Demo Village 31,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 31, Demo Block 1",20.52683,84.409436,SYNTHETIC_PROTOTYPE_COORDINATE,2022-09-24,839000,791000,807000.0,2022-11-25,0,IA-S04-01-01,2023-01-18,2023-02-11,2023-07-23,2023-08-20,COMPLETION,COMPLETED,100.0,681000,681000.0,SYNTHETIC_V2,True,681000.0,3,False,2023-07-13,2023-08-15,100.0,111.2,100.0,11.200000000000003,False,False,False,9.952373,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5555308758807305,91.31540697674419,False,1.246093098016082,False,W-004696,0.9963862895965576,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000072,2023-08-21T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000017,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 1,Demo Block 2,Demo Village 38,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 38, Demo Block 2",26.634674,73.822035,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-05,10799000,10950000,10532000.0,2022-11-28,0,IA-S05-01-01,2023-01-26,2023-01-29,2023-07-02,2023-11-20,COMPLETION,COMPLETED,100.0,9404000,9404000.0,SYNTHETIC_V2,True,9404000.0,4,False,2023-09-27,2023-11-15,100.0,101.2,100.0,1.2000000000000028,False,False,False,1.290254,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.44018447753383055,14.353197674418606,False,0.10288842093710829,False,W-002477,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000074,2023-11-21T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000018,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 1,Demo Block 3,Demo Village 4,Education,school classroom,"Construction and improvement of school classroom at Demo Village 4, Demo Block 3",11.146692,78.737637,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-16,10736000,11496000,11744000.0,2023-01-19,0,IA-S06-01-01,2023-02-13,2023-03-18,2024-03-15,2024-07-30,COMPLETION,COMPLETED,100.0,10671000,10671000.0,SYNTHETIC_V2,True,10671000.0,5,False,2024-05-13,2024-07-15,100.0,111.9,100.0,11.900000000000006,False,False,False,9.155325,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.49814298611316943,67.73255813953489,False,1.4196424556602647,False,W-002478,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000076,2024-07-31T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000019,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 2,Demo Block 4,Demo Village 11,Roads,approach road,"Construction and improvement of approach road at Demo Village 11, Demo Block 4",15.362042,79.747067,SYNTHETIC_PROTOTYPE_COORDINATE,2022-10-27,7218000,7341000,7590000.0,2022-12-13,0,IA-S01-02-01,2022-12-31,2023-01-13,2024-03-23,2024-04-18,COMPLETION,COMPLETED,100.0,7557000,7557000.0,SYNTHETIC_V2,True,7557000.0,6,False,2024-02-15,2024-04-15,100.0,105.6,100.0,5.599999999999994,False,False,False,3.596205,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4403975051503258,14.498546511627907,False,0.5726808335178641,False,W-002479,1.0,,,,,,,,NOT_APPLICABLE,RECORDED,GEO-V2-00000078,2024-04-19T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,RECORDED,False
W-000020,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 2,Demo Block 5,Demo Village 18,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 18, Demo Block 5",15.371198,75.760969,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-07,11418000,11798000,,,0,IA-S02-02-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True,0.0,0,False,,,0.0,,,,False,False,False,25.903614,MEDIUM,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.5412705883400398,86.34538152610442,False,,False,W-001250,1.0,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-000021,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Demo Block 1,Demo Village 25,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 25, Demo Block 1",19.484175,75.072532,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-18,4753000,4406000,,,0,IA-S03-02-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True,0.0,0,False,,,0.0,,,,False,False,False,15.662651,LOW,False,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.49192387742180643,52.208835341365464,False,,False,W-002481,1.0,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
W-000022,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 2,Demo Block 2,Demo Village 32,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 32, Demo Block 2",20.597111,84.485393,SYNTHETIC_PROTOTYPE_COORDINATE,2022-11-29,9588000,9428000,9322000.0,2023-01-09,0,IA-S04-02-01,2023-03-15,2023-03-10,2023-11-06,,EXECUTION,ONGOING,63.4,6219000,,SYNTHETIC_V2,True,6219000.0,3,False,2025-10-24,2026-09-05,63.4,66.2,100.0,2.8000000000000043,True,False,False,27.884645,MEDIUM,True,0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2,0.4942308326271818,75.88571428571429,False,0.30766245169107853,False,W-001252,1.0,0.38315707,19.142857142857142,NO_EARLY_WARNING,xgboost,DEMO_V2_MODELS_1_0,SYNTHETIC_HOLDOUT_SUPPORTED,2026-09-05T00:00:00+00:00,RECORDED,NOT_APPLICABLE,GEO-V2-00000086,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,119.39694131032559,0,False,True,RECORDED,RECORDED,RECORDED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,False
