work_id,lifecycle_stage,family,family_score_0_100,family_weight_pct,contribution_points,source_artifact,evidence_code,evidence_summary,data_available,applicable
W-000013,EXECUTION,PEER_DEVIATION,99.11242603550295,10,9.911243,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,2 peer-outlier metric(s); strongest max_physical_progress_drop_pct_as_of has absolute robust deviation 148.390.,True,True
W-000013,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000013,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000013,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000013,EXECUTION,COMPLIANCE,60.0,10,6.0,data/processed/compliance_evidence.csv,MPLADS-3.2.12-COMPLETION-LIMIT,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,True,True
W-000013,EXECUTION,COST_OVERRUN_PREDICTION,11.75,5,0.5875,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 11.750; calibrated output excluded.,True,True
W-000013,EXECUTION,OPERATIONAL_TREND_CONTEXT,0.0,5,0.0,data/processed/work_trend_context.csv,NO_OPERATIONAL_TREND_DEVIATION,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 3.148.,True,True
W-000014,COMPLETION,ANOMALY,0.7780082987551867,8,0.062241,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 0.778; not a probability.,True,True
W-000014,COMPLETION,PEER_DEVIATION,0.0,7,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000014,COMPLETION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000014,COMPLETION,PAYMENT_EXECUTION,60.0,20,12.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PAYMENT_AUTH_BEFORE_REQUEST,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 19.567; persistence boost 0 points.,True,True
W-000014,COMPLETION,COMPLIANCE,80.0,40,32.0,data/processed/compliance_evidence.csv,MPLADS-11.2-COMPLETION-UC,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,True,True
W-000014,COMPLETION,OPERATIONAL_TREND_CONTEXT,81.93430656934306,10,8.193431,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Telangana|district=Telangana Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 21.584.,True,True
W-000015,EXECUTION,ANOMALY,47.5,10,4.75,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 47.500; not a probability.,True,True
W-000015,EXECUTION,PEER_DEVIATION,53.55029585798816,10,5.35503,data/processed/peer_benchmark_summary.csv,STATISTICAL_PEER_OUTLIER,2 peer-outlier metric(s); strongest overdue_days_as_of has absolute robust deviation 9.583.,True,True
W-000015,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000015,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000015,EXECUTION,OBSERVED_CONDITIONS,74.72324723247232,20,14.944649,data/processed/project_features.csv;data/processed/predictive_scores.csv,OBSERVED_OVERDUE,"Observed overdue=True (days=444.0, score=74.723); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000015,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000015,EXECUTION,COST_OVERRUN_PREDICTION,94.25,5,4.7125,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 94.250; calibrated output excluded.,True,True
W-000015,EXECUTION,OPERATIONAL_TREND_CONTEXT,66.05839416058394,5,3.30292,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Sanitation context; strongest metric progress_report_count; signed robust z 14.502.,True,True
W-000016,EXECUTION,ANOMALY,8.25,10,0.825,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 8.250; not a probability.,True,True
W-000016,EXECUTION,PEER_DEVIATION,0.0,10,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000016,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000016,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,NO_PAYMENT_EXECUTION_SIGNAL,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000016,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000016,EXECUTION,COMPLIANCE,60.0,10,6.0,data/processed/compliance_evidence.csv,MPLADS-3.2.12-COMPLETION-LIMIT,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,True,True
W-000016,EXECUTION,COST_OVERRUN_PREDICTION,65.375,5,3.26875,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 65.375; calibrated output excluded.,True,True
W-000016,EXECUTION,OPERATIONAL_TREND_CONTEXT,60.94890510948905,5,3.047445,data/processed/work_trend_context.csv,OPERATIONAL_TREND_DEVIATION,state_name=Rajasthan|district=Rajasthan Demo District 3 context; strongest metric progress_report_count; signed robust z 13.288.,True,True
W-000017,EXECUTION,ANOMALY,51.25,10,5.125,data/processed/anomaly_scores.csv,LIFECYCLE_ANOMALY_PERCENTILE,Within-lifecycle statistical unusualness percentile 51.250; not a probability.,True,True
W-000017,EXECUTION,PEER_DEVIATION,0.0,10,0.0,data/processed/peer_benchmark_summary.csv,NO_STATISTICAL_PEER_OUTLIER,No metric met the statistical peer-outlier evidence heuristic.,True,True
W-000017,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,data/processed/duplicate_summary.csv,NO_DUPLICATE_REVIEW_CANDIDATE,No corroborated Day-4.1 duplicate review candidate.,True,True
W-000017,EXECUTION,PAYMENT_EXECUTION,60.0,25,15.0,data/processed/payment_irregularities.csv;data/processed/fund_progress_evidence.csv,PAYMENT_AUTH_BEFORE_REQUEST,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True
W-000017,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,data/processed/project_features.csv;data/processed/predictive_scores.csv,NO_OBSERVED_CONDITION,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=False (overrun_pct=0.0, score=0.000).",True,True
W-000017,EXECUTION,COMPLIANCE,0.0,10,0.0,data/processed/compliance_evidence.csv,NO_ACTIONABLE_COMPLIANCE_RESULT,No REVIEW or deterministic NON_COMPLIANT compliance result.,True,True
W-000017,EXECUTION,COST_OVERRUN_PREDICTION,52.0,5,2.6,data/processed/predictive_scores.csv,RAW_XGBOOST_SECONDARY_EARLY_WARNING,Weak secondary raw-XGBoost serving percentile 52.000; calibrated output excluded.,True,True
