work_id,anomaly_label,anomaly_types,duplicate_group_id,label_usage_note,synthetic_demo_data
W-000030,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000031,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000032,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000033,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000034,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000035,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000036,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000037,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000038,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000039,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000040,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000041,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000042,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000043,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000044,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000045,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000046,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000047,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000048,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000049,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000050,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000051,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000052,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000053,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000054,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000055,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000056,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000057,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000058,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000059,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000060,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000061,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000062,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000063,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000064,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000065,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000066,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000067,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000068,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000069,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000070,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000071,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000072,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000073,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000074,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000075,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000076,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000077,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000078,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000079,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000080,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000081,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000082,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000083,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000084,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000085,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000086,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000087,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000088,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000089,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000090,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000091,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000092,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000093,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000094,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000095,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000096,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000097,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000098,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000099,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000100,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000101,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000102,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000103,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000104,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000105,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000106,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000107,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000108,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000109,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000110,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000111,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000112,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000113,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000114,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000115,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000116,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000117,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000118,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000119,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000120,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000121,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000122,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000123,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000124,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000125,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000126,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000127,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000128,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000129,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000130,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000131,True,PAYMENT_CHRONOLOGY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000132,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000133,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000134,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000135,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000136,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000137,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000138,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000139,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000140,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000141,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000142,True,LOCATION_REQUIRES_REVIEW,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000143,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000144,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000145,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000146,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000147,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000148,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000149,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000150,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000151,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000152,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000153,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000154,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000155,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000156,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000157,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000158,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000159,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000160,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000161,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000162,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000163,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000164,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000165,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000166,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000167,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000168,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000169,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000170,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000171,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000172,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000173,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000174,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000175,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000176,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000177,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000178,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000179,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000180,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000181,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000182,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000183,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000184,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000185,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000186,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000187,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000188,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000189,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000190,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000191,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000192,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000193,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000194,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000195,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000196,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000197,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000198,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000199,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000200,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000201,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000202,True,OBSERVED_DELAY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000203,True,MISSING_MONTHLY_SITE_EVIDENCE,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000204,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000205,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000206,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000207,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000208,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000209,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000210,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000211,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000212,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000213,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000214,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000215,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000216,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000217,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000218,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000219,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000220,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000221,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000222,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000223,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000224,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000225,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000226,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000227,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000228,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000229,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000230,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000231,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000232,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000233,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000234,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000235,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000236,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000237,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000238,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000239,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000240,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000241,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000242,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000243,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000244,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000245,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000246,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000247,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000248,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000249,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000250,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000251,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000252,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000253,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000254,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000255,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000256,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000257,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000258,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000259,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000260,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000261,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000262,True,PAYMENT_CHRONOLOGY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000263,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000264,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000265,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000266,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000267,True,OBSERVED_DELAY,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000268,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000269,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000270,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000271,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000272,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000273,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000274,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000275,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000276,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000277,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000278,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000279,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000280,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000281,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000282,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000283,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000284,True,LOCATION_REQUIRES_REVIEW,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000285,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000286,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000287,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000288,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000289,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000290,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000291,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000292,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000293,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000294,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000295,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000296,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000297,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000298,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000299,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000300,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000301,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000302,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000303,True,FUND_PROGRESS_MISMATCH,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000304,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000305,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000306,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000307,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000308,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000309,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000310,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000311,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000312,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000313,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000314,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000315,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000316,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000317,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000318,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000319,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000320,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000321,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000322,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000323,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000324,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000325,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000326,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000327,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000328,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000329,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000330,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000331,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000332,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000333,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000334,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000335,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000336,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000337,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000338,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000339,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000340,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000341,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
W-000342,False,,,"EVALUATION ONLY — prohibited from production features, APIs, and scoring",True
